id,advmath8,urban,region,gender,famsize,parmarl8,homelang,slfcnc08,slfcnc10,slfcnc12,schtyp8,tcherint,late12,cuts12,absent12,approg,hwkin12,hwkout12,excurr12,computer,hsprog,unitengl,unitmath,unitcalc,schattrt,apoffer,nursery,algebra8,numinst,edexpect,expinc30,achrdg08,achmat08,achsci08,achsls08,achrdg10,achmat10,achsci10,achsls10,achrdg12,achmat12,achsci12,achsls12,cigarett,alcbinge,marijuan,ses
447,0,1,2,1,3,6,4,14,31,33,1,2,1,2,1,0,7,2,2,1,2,3.63,2.97,0,95,6,0,0,1,2,25000,69.15,60.69,57.81,68.89,60.12,52.7,47.38,57.77,54.24,56.43,49.63,61.72,0,0,1,8
448,0,3,2,1,5,6,4,19,19,23,1,1,4,2,2,1,2,2,2,0,2,4,5,0,94,12,NA,0,3,2,30000,52.34,56.28,54.94,60.83,61.13,59.34,59.4,54.21,57.45,58.25,45.54,63.47,1,1,1,11
449,1,2,2,0,4,6,4,13,7,19,1,2,1,2,3,1,4,1,5,0,2,4,3,0,90,0,0,1,1,4,45000,70.55,68.56,76.08,63.64,66.92,63.51,71.05,66.16,53.92,59.05,66.49,61.98,0,1,1,15
450,0,3,2,1,3,6,4,17,19,27,1,3,1,0,2,0,2,2,2,0,2,4,2,0,94,13,NA,0,1,1,30000,46.43,40.24,40.2,45.07,47.49,41.44,38.1,47.15,50.71,39.4,38.88,53.1,0,1,0,14
451,0,3,2,1,5,6,4,17,19,27,1,3,0,0,1,0,3,2,2,0,2,4,4,0,97,0,0,0,1,2,35000,56.14,61.25,55.94,51.11,64.62,59.86,56.96,51.81,59.47,65.47,62.68,50.18,0,0,0,17
452,1,3,2,1,4,6,4,19,18,27,1,2,3,0,2,0,3,5,2,0,2,5,4,0,94,3,NA,0,1,2,60000,48.84,56.78,50.91,46.41,46.49,54.95,60.75,50.26,48.76,53.7,55.52,43.82,0,0,0,17
453,1,2,2,1,4,1,4,17,19,23,1,2,1,0,1,1,6,6,3,0,4,3,3,0,95,2,1,0,1,3,35000,65.94,64.24,57.98,54.87,57.18,64.15,58.85,57.3,62.77,61.57,62.49,55.05,0,0,0,26
454,0,2,2,1,5,6,1,15,17,27,1,2,3,1,1,NA,8,5,1,0,4,3,3,0,95,2,1,0,1,2,40000,47.97,40.47,40.92,41.77,55.53,43.6,56.14,56.93,57.41,44.49,55.49,53.16,0,0,0,23
455,0,3,2,1,4,6,4,22,23,27,1,2,0,0,2,0,3,3,2,1,1,4.5,3,0,95,15,1,0,1,3,25000,66.3,62.49,56.64,67.9,64.44,62.73,67.88,69.93,67.45,59.32,66.49,70.04,0,0,0,26
456,1,1,2,1,4,6,4,19,19,29,1,2,0,1,3,0,3,2,1,0,3,4,3,0,96,1,1,1,1,2,NA,60.42,68.76,56.7,45.47,56.71,59.43,55.25,47.43,50.81,56.37,54.68,42.17,1,0,1,18
457,0,2,2,0,3,6,4,17,21,29,1,2,2,0,2,0,2,3,0,0,2,7.5,4,0,94,10,1,0,2,2,50000,53.57,54.4,63.21,62.97,58.94,54.3,60.45,64.63,63.64,62.92,62.17,55.62,0,0,0,17
458,0,3,2,0,5,6,4,15,21,27,1,2,1,0,0,0,2,2,0,0,3,3.5,4,0,98,0,1,1,1,1,35000,46.66,61.06,57.8,52.33,56.62,62.64,54.68,50.8,45.8,50.86,46.62,34.04,0,0,0,10
459,0,3,2,0,3,6,4,5,18,25,1,2,2,2,1,0,3,1,5,0,2,3.5,3,0,98,0,0,0,1,2,30000,56.78,50.99,53.83,55.5,59.83,52.3,62.27,57.99,39.8,44.32,31.95,32.64,0,0,0,12
460,1,3,2,1,4,6,4,15,23,37,1,2,0,0,2,0,5,6,4,1,1,4,3,0,92,0,0,1,1,2,40000,45.16,41.58,48.56,51.8,42.24,44.31,45.31,50.73,40.68,45.28,49.39,46.3,0,0,0,19
461,0,2,2,0,6,6,4,30,30,39,1,2,1,1,2,1,2,0,2,0,4,3,2,0,95,2,0,0,1,1,20000,43.11,38.98,44.16,56.96,48.43,40.89,51.01,52.87,44.29,39.83,47.63,43.81,0,1,0,10
462,0,3,2,1,4,6,4,17,20,23,1,2,0,0,2,0,8,2,3,0,3,4,4,0,92,3,0,0,1,3,30000,48.29,50.84,44.72,46.05,45.49,56.43,44.82,45.77,45.6,54.94,40.65,52.35,0,0,0,14
463,1,3,2,0,4,6,3,25,17,31,1,2,2,0,3,0,8,4,3,0,2,3.76,2,0,92,3,NA,1,1,4,NA,69.15,60.68,64.29,65.13,67.86,64.1,68.3,66,65.88,53.65,60.55,69.13,1,1,1,24
464,1,3,2,0,4,6,4,17,13,17,1,2,4,0,2,0,3,2,4,0,3,4,4,0,95,0,0,1,1,2,40000,60.48,60.16,69.85,68.36,63.44,61.81,63.43,69.53,60.88,65.78,60.66,67.06,0,0,0,16
465,0,3,2,1,5,6,3,15,18,25,1,2,0,0,1,0,5,2,4,0,1,4,4,0,95,0,0,0,1,3,30000,44.99,54.4,54.03,51.15,41.09,52.76,51.29,54.85,49.58,57.08,57.19,49.01,0,0,0,7
466,0,3,2,1,3,6,4,9,4,17,1,2,0,0,2,0,7,5,4,0,2,5.5,3,0,98,1,0,1,1,3,35000,61.72,62.08,51.63,60.02,60.73,61.26,61.31,53.29,53.34,59.58,47.69,50.4,0,0,0,6
467,0,3,2,0,5,6,4,32,32,43,1,1,2,0,2,0,3,2,4,0,2,4,4,1,94,NA,1,0,1,3,25000,54.43,66.21,57.23,67.35,65.84,59.04,59.94,69.4,63.13,63.11,59.75,64.77,0,0,0,12
468,0,3,2,0,5,6,4,18,19,29,1,2,1,0,4,1,2,3,3,0,2,4,2.75,0,94,NA,1,0,1,1,20000,60.34,52.37,49.39,58.35,56.6,58.57,65.79,60.51,42.87,52.21,53.08,55.78,1,1,0,8
469,0,3,2,1,5,6,4,15,14,23,1,2,1,0,2,0,3,4,6,0,3,6,2,0,92,0,NA,1,1,2,25000,46.38,47.79,53.14,43.59,48.89,47.01,43.35,47.08,46.2,48.29,49.15,43.85,0,1,0,13
470,0,2,2,0,4,6,4,23,26,29,1,2,1,0,2,1,6,5,5,0,4,4,2,0,92,2,1,0,1,3,30000,70.55,59.61,77.72,62.16,65.89,63.01,67.19,67.76,62.17,60.75,68.29,62.43,0,0,0,24
471,0,2,2,1,4,6,3,21,21,31,1,2,0,0,0,1,8,8,4,1,1,4,4,0,92,2,1,0,1,3,35000,60.52,54.46,55,53.96,62.38,59.14,62.67,68.62,59.16,64.95,64.48,59.49,0,0,0,17
472,0,2,2,0,3,6,4,21,26,35,1,2,0,0,2,0,7,8,6,1,2,7.5,3.5,0,92,2,1,0,1,3,30000,67.97,65.97,67.7,60.82,68.8,67.68,67.79,68.11,63.74,63.81,64.48,63.55,0,0,1,23
473,0,3,2,1,4,6,4,17,26,27,1,3,1,0,2,0,2,2,5,0,2,5,3,0,98,0,NA,0,1,3,25000,58.75,61.02,67.82,61.57,63.29,63.61,60.43,58.03,62.44,58.91,66.29,66.91,0,1,0,17
474,0,3,2,0,4,6,4,27,33,41,1,2,2,0,2,0,1,0,2,0,2,5,4,0,98,0,NA,0,1,3,37000,65.47,56.7,66.14,61.2,65.58,63.44,70.78,68.38,60.08,63.07,61.6,60.82,0,1,0,28
475,0,3,2,1,6,6,4,17,19,25,1,2,1,0,2,0,3,5,4,0,2,5,4,0,97,0,0,1,1,3,30000,58.06,54.3,53.39,54.11,56.06,57.67,49.54,52.21,52.81,61.05,53.06,54.26,0,0,0,16
476,1,2,2,0,6,6,3,21,19,29,1,2,1,0,2,1,3,2,4,0,2,3.5,3,0,94,0,0,1,1,2,30000,49.22,64.23,54.1,52.56,51.93,60.01,63.68,63.22,44.18,60.75,52.3,51.96,0,0,0,12
477,1,2,2,1,5,6,4,25,19,13,1,2,0,1,2,1,8,6,2,0,4,3.5,2,0,94,0,0,1,1,1,35000,63.34,61.26,43.75,59.99,59.32,64.28,56.04,61.37,61.41,59.62,55.82,62.32,1,1,0,17
478,1,3,2,0,5,1,4,26,21,37,1,2,1,1,1,0,4,3,2,0,2,4,3,0,98,2,0,1,1,2,30000,37.68,46.82,50.29,39.79,41.63,47.24,50.94,44.25,45.96,51.95,48.77,40.87,0,0,0,8
479,0,3,2,0,6,6,4,27,26,33,1,2,1,1,2,0,7,4,5,0,2,4,3,0,98,2,0,1,2,2,40000,61.42,52.54,57.43,53.04,57.39,64.14,51.74,53.33,54.86,55.12,47.46,39.96,0,1,0,14
480,0,3,2,1,5,6,4,7,21,25,1,2,1,0,1,0,3,4,3,0,2,5,2,0,97,0,1,1,1,3,40000,63.34,63.65,68.14,52.82,58.8,62.12,60.91,56.04,61.18,57.29,54.28,61.26,1,1,0,15
481,0,3,2,1,4,1,4,17,10,15,1,1,1,0,1,0,3,3,3,0,1,4,3,0,97,0,0,0,1,4,45000,58.24,57.04,59.94,53.95,62.52,56.54,52.02,55.32,54.61,54.48,54.49,55.9,0,1,1,1
482,0,3,2,0,4,6,4,15,26,43,1,1,0,0,2,0,8,3,5,0,2,5,4,0,93,0,1,0,1,3,75000,40.27,45.58,40.72,41.7,36.1,48.68,47.88,42.12,36.38,47.01,54.59,45.34,0,0,0,27
483,0,1,2,0,3,2,4,19,17,38,1,2,1,2,3,0,2,2,4,0,2,3.5,4,0,95,2,0,0,1,2,NA,54.98,51,56.02,61.04,40.27,53.06,54.37,53.46,31.82,51.18,47.4,61.33,0,1,0,17
484,1,1,2,0,4,NA,4,13,24,41,1,1,1,0,1,0,7,8,2,0,1,4.5,4,0,95,2,1,1,1,3,150000,67.1,67.74,63.61,61.86,57.64,59.26,58.48,60.77,62.64,63.54,64.28,62.35,1,0,0,7
485,1,3,2,0,5,6,4,18,21,33,1,2,1,0,1,1,4,3,4,1,1,4.5,3.5,0.5,95,0,0,1,1,2,27000,44.28,56.39,54.4,59.44,50.23,45.57,59.6,54.27,40.91,50.94,57.99,51.7,0,0,0,20
486,1,3,2,0,4,6,4,14,33,33,1,2,0,0,1,0,5,5,3,0,3,3,3,0,NA,0,0,0,1,2,25000,48.94,49.16,54.29,49.06,60.31,51.64,58.69,50.76,53.75,51.66,55.14,54.17,0,1,0,8
487,0,3,2,0,4,6,4,21,19,31,1,2,5,4,2,NA,8,3,5,0,3,3,3.5,0,NA,0,0,0,1,1,35000,50.69,57.75,59.55,54.76,48.78,52.72,61.26,55.61,51.5,57.55,51.47,54.8,1,1,0,15
488,0,3,2,0,4,6,4,18,21,27,1,2,2,0,1,0,3,4,4,0,3,3,6,0,NA,0,0,0,1,4,40000,70.55,60.98,70.43,71.94,68.8,68.25,71.05,66,64.74,67.41,69.47,65.57,0,0,0,18
489,NA,1,3,1,5,6,4,18,33,35,2,2,1,0,1,0,2,4,0,1,2,4,4,0,95,0,1,NA,1,3,40000,69.15,44.8,45.44,47.64,59.16,56.37,48.81,49.51,61.59,50.66,43.52,53.25,0,0,0,20
490,0,1,3,1,4,6,2,31,25,35,2,2,0,0,3,1,8,6,4,0,2,3.5,4,0,95,13,NA,1,1,4,50000,67.53,58.69,51.22,59.48,64.75,67.84,57.65,64.49,65.49,66.45,60.7,58.99,0,0,0,14
491,1,1,3,1,3,6,4,30,27,41,2,3,0,0,0,0,3,2,3,1,1,4,4,0,94,0,1,0,1,2,25000,41.64,47.61,42.92,39.38,35.69,41.81,35.91,36.21,48.02,43.46,32.59,41.01,0,0,0,16
492,0,1,3,0,4,6,4,23,23,29,2,2,2,1,2,0,2,2,6,0,1,4.5,4,0,95,0,1,0,2,3,50000,38.65,44.4,39.94,42.72,39.23,54.92,55.46,44.98,47.99,51.41,56.24,58.61,0,1,0,19
493,0,1,3,1,4,6,4,15,19,29,2,2,3,1,1,0,3,2,4,0,2,4.5,2,0,93,11,1,0,1,1,25000,48.22,43.27,37.17,36.56,35.85,39.89,40.32,40.41,42.69,43.28,38.95,42.24,1,0,1,24
494,1,2,1,0,5,6,4,30,35,43,3,1,4,5,3,1,2,4,2,0,2,4,6,2,95,3,1,1,1,3,5.00E+05,61.98,74.19,68.04,59.32,64.97,65.78,64.56,67.13,65.13,65.11,60.96,65.02,0,1,0,31
495,0,2,4,0,5,6,4,7,13,19,2,2,1,4,1,1,1,4,1,1,2,4.5,4,1,98,16,1,1,1,4,60000,64.4,69,65.08,72.27,67.09,67.05,68.8,69.9,64.96,65.12,67.33,NA,0,0,0,30
496,0,2,4,1,3,6,4,15,19,34,3,1,3,0,1,0,2,8,4,1,2,4,5,1,95,3,1,0,1,3,NA,70.55,67.21,58.15,68.17,67.86,65.28,61.7,60.81,66.15,66.12,65.08,62.59,0,0,1,32
497,1,2,4,1,5,6,4,32,30,36,3,1,1,0,0,1,2,3,5,1,2,4.75,3.5,0,95,3,1,1,1,2,NA,49.19,50.99,45.23,43.9,54.59,53.49,49.24,47.85,51.87,50.93,56.22,47.65,0,0,1,31
498,0,2,4,0,4,6,4,22,19,25,3,1,0,0,1,1,2,5,4,1,2,4,4,0,98,10,1,1,1,3,NA,59.98,57.11,66.7,58.65,60.47,57.43,55.46,58.04,53.75,50.99,58.69,61.14,1,1,1,24
499,0,1,4,0,5,1,4,19,18,40,3,1,2,5,0,1,1,8,4,1,1,4.5,4,0,95,17,1,1,1,3,60000,57.57,59.29,63.58,60.32,40.89,59.01,64.92,62.69,57.67,63.31,64.45,62.9,0,0,1,30
500,0,1,4,1,6,6,3,30,29,37,3,2,5,3,2,1,3,6,1,0,2,4.5,4,0,NA,12,1,1,1,4,80000,61.17,64.04,53.87,56.2,59.77,58.85,55.07,57.63,64.9,59.76,57.96,58.48,0,0,1,29
